playerName, playerID
Thyago Vieira,vieirth01
Nick Vincent,vinceni01
Arodys Vizcaino,vizcaar01
Edinson Volquez,volqued01
Michael Wacha,wachami01
Adam Wainwright,wainwad01
Marcus Walden,waldema01
Adam Warren,warread01
Tony Watson,watsoto01
Luke Weaver,weavelu01
Jacob Webb,webbja01
Tyler Webb,webbty01
Ryan Weber,weberry01
Allen Webster,webstal01
J.B. Wendelken,wendejb01
Zack Wheeler,wheelza01
Tyler White,whitety01
Brad Wieck,wieckbr01
Aaron Wilkerson,wilkeaa01
Austen Williams,williau01
Taylor Williams,willita01
Trevor Williams,willitr01
Alex Wilson,wilsoal01
Bryse Wilson,wilsobr02
Justin Wilson,wilsoju10
Trey Wingenter,wingetr01
Dan Winkler,winklda01
Matt Wisler,wislema01
Nick Wittgren,wittgni01
Hunter Wood,woodhu01
Brandon Woodruff,woodrbr01
Brandon Workman,workmbr01
Matt Wotherspoon,wothema01
Kyle Wright,wrighky01
Mike Wright,wrighmi01
Jimmy Yacabonis,yacabji01
Ryan Yarbrough,yarbrry01
Kirby Yates,yateski01
Gabriel Ynoa,ynoaga01
Daniel Zamora,zamorda01
Kyle Zimmer,zimmeky01
Jordan Zimmermann,zimmejo02
Jose Abreu,abreujo02
Ronald Acuna Jr.,acunaro01
Willy Adames,adamewi01
Matt Adams,adamsma01
Ehire Adrianza,adriaeh01
Jesus Aguilar,aguilje01
Nick Ahmed,ahmedni01
Ozzie Albies,albieoz01
Jorge Alfaro,alfarjo01
Anthony Alford,alforan01
Greg Allen,allengr01
Yency Almonte,almonye01
Albert Almora,almoral01
Pete Alonso,alonspe01
Yonder Alonso,alonsyo01
Jose Altuve,altuvjo01
Brian Anderson,anderbr06
Tim Anderson,anderti01
Elvis Andrus,andruel01
Miguel Andujar,andujmi01
Orlando Arcia,arciaor01
Nolan Arenado,arenano01
Christian Arroyo,arroych01
Willians Astudillo,astudwi01
Tyler Austin,austity01
Alex Avila,avilaal01
Harrison Bader,baderha01
Javier Baez,baezja01
Austin Barnes,barneau01
Tucker Barnhart,barnhtu01
Franklin Barreto,barrefr02
Jake Bauers,bauerja01
Matt Beaty,beatyma01
Gordon Beckham,beckhgo01
Tim Beckham,beckhti01
Josh Bell,belljo02
Cody Bellinger,bellico01
Brandon Belt,beltbr01
Andrew Benintendi,beninan01
Jon Berti,bertijo01
Mookie Betts,bettsmo01
Greg Bird,birdgr01
Braden Bishop,bishobr01
Charlie Blackmon,blackch02
Xander Bogaerts,bogaexa01
Skye Bolt,boltsk01
David Bote,boteda01
Justin Bour,bourju01
Peter Bourjos,bourjpe01
Jackie Bradley Jr.,bradlja02
Michael Brantley,brantmi02
Ryan Braun,braunry02
Alex Bregman,bregmal01
Lewis Brinson,brinsle01
Socrates Brito,britoso01
Keon Broxton,broxtke01
Jay Bruce,bruceja01
Kris Bryant,bryankr01
Drew Butera,buterdr01
Byron Buxton,buxtoby01
Asdrubal Cabrera,cabreas01
Melky Cabrera,cabreme01
Miguel Cabrera,cabremi01
Lorenzo Cain,cainlo01
Kole Calhoun,calhoko01
Johan Camargo,camarjo01
Jeimer Candelario,candeje01
Mark Canha,canhama01
Robinson Cano,canoro01
Victor Caratini,caratvi01
Matt Carpenter,carpema01
Curt Casali,casalcu01
Nicholas Castellanos,casteni01
Welington Castillo,castiwe01
Harold Castro,castrha01
Jason Castro,castrja01
Starlin Castro,castrst01
Jake Cave,caveja01
Francisco Cervelli,cervefr01
Matt Chapman,chapmma01
JT Chargois,chargjt01
Michael Chavis,chavimi01
Robinson Chirinos,chiriro01
Ji-Man Choi,choiji01
Shin-Soo Choo,choosh01
Nick Ciuffo,ciuffni01
Michael Conforto,confomi01
Willson Contreras,contrwi01
Garrett Cooper,coopega03
Ryan Cordell,cordery01
Franchy Cordero,cordefr02
Carlos Correa,correca01
Zack Cozart,cozarza01
Dylan Cozens,cozendy01
Brandon Crawford,crawfbr01
J.P. Crawford,crawfjp01
C.J. Cron,croncj01
Nelson Cruz,cruzne02
Noel Cuevas,cuevano01
Travis d'Arnaud,darnatr01
David Dahl,dahlda01
J.D. Davis,davisjd01
Jonathan Davis,davisjo05
Khris Davis,daviskh01
Taylor Davis,davista01
Yonathan Daza,dazayo01
Austin Dean,deanau01
Paul DeJong,dejonpa01
Nicky Delmonico,delmoni01
Daniel Descalso,descada01
Delino DeShields,deshide02
Ian Desmond,desmoia01
Rafael Devers,deverra01
Aledmys Diaz,diazal02
Elias Diaz,diazel01
Yandy Diaz,diazya01
Alex Dickerson,dickeal01
Corey Dickerson,dickeco01
Derek Dietrich,dietrde01
Wilmer Difo,difowi01
Brandon Dixon,dixonbr01
Josh Donaldson,donaljo02
Brian Dozier,doziebr01
Hunter Dozier,doziehu01
Brandon Drury,drurybr01
Lucas Duda,dudalu01
Steven Duggar,duggast01
Jarrod Dyson,dysonja01
Adam Eaton,eatonad02
Edwin Encarnacion,encared01
Adam Engel,engelad01
Phil Ervin,ervinph01
Eduardo Escobar,escobed01
Thairo Estrada,estrath01
Kyle Farmer,farmeky01
Derek Fisher,fishede01
David Fletcher,fletcda02
Wilmer Flores,florewi01
Tyler Flowers,flowety01
Mike Ford,fordmi01
Logan Forsythe,forsylo01
Dexter Fowler,fowlede01
Ty France,francty01
Maikel Franco,francma02
Adam Frazier,fraziad01
Clint Frazier,frazicl01
Todd Frazier,frazito01
Freddie Freeman,freemfr01
Mike Freeman,freemmi01
David Freese,freesda01
David Freitas,freitda01
Josh Fuentes,fuentjo01
Rocky Gale,galero01
Cam Gallagher,gallaca01
Joey Gallo,gallojo01
Isaac Galloway,gallois01
Freddy Galvis,galvifr01
Ben Gamel,gamelbe01
Aramis Garcia,garciar01
Avisail Garcia,garciav01
Greg Garcia,garcigr01
Leury Garcia,garcile02
Brett Gardner,gardnbr01
Mitch Garver,garvemi01
Mike Gerber,gerbemi01
Paul Goldschmidt,goldspa01
Yan Gomes,gomesya01
Carlos Gonzalez,gonzaca01
Erik Gonzalez,gonzaer01
Marwin Gonzalez,gonzama01
Niko Goodrum,goodrni01
Brian Goodwin,goodwbr01
Alex Gordon,gordoal01
Dee Gordon,gordode01
Terrance Gore,gorete01
Phil Gosselin,gosseph01
Yasmani Grandal,grandya01
Curtis Granderson,grandcu01
Grayson Greiner,greingr01
Randal Grichuk,grichra01
Robbie Grossman,grossro01
Vladimir Guerrero Jr.,guerrvl02
Luis Guillorme,guilllu01
Lourdes Gurriel Jr.,gurrilo01
Yuli Gurriel,gourryu01
Kelvin Gutierrez,gutieke01
Ronald Guzman,guzmaro01
Billy Hamilton,hamilbi02
Garrett Hampson,hampsga01
Mitch Haniger,hanigmi01
Alen Hanson,hansoal01
Bryce Harper,harpebr03
Josh Harrison,harrijo05
Ryon Healy,healyry01
Adeiny Hechavarria,hechaad01
Austin Hedges,hedgeau01
Guillermo Heredia,heredgu01
Cesar Hernandez,hernace02
Enrique Hernandez,hernaen02
Teoscar Hernandez,hernate01
Odubel Herrera,herreod01
Rosell Herrera,herrero02
Jason Heyward,heywaja01
John Hicks,hicksjo02
Kyle Higashioka,higasky01
Derek Holland,hollade01
Brock Holt,holtbr01
Rhys Hoskins,hoskirh01
Eric Hosmer,hosmeer01
Nick Hundley,hundlni01
Chris Iannetta,iannech01
Jose Iglesias,iglesjo01
Ender Inciarte,inciaen01
Alex Jackson,jacksal02
Drew Jackson,jacksdr01
Danny Jansen,janseda01
Kenley Jansen,janseke01
Eloy Jimenez,jimenel02
Connor Joe,joeco01
Adam Jones,jonesad01
JaCoby Jones,jonesja07
Matthew Joyce,joycema01
Aaron Judge,judgeaa01
Jung Ho Kang,kangju01
Carson Kelly,kellyca02
Matt Kemp,kempma01
Tony Kemp,kempto01
Howie Kendrick,kendrho01
Max Kepler,keplema01
Carter Kieboom,kieboca01
Kevin Kiermaier,kiermke01
Isiah Kiner-Falefa,kineris01
Scott Kingery,kingesc01
Ian Kinsler,kinslia01
Jason Kipnis,kipnija01
Andrew Knapp,knappan01
Erik Kratz,kratzer01
Tommy La Stella,lasteto01
Juan Lagares,lagarju01
Jake Lamb,lambja01
Ramon Laureano,laurera01
DJ LeMahieu,lemahdj01
Sandy Leon,leonsa01
Tzu-Wei Lin,lintz02
Francisco Lindor,lindofr01
Tim Locastro,locasti01
Evan Longoria,longoev01
Brandon Lowe,lowebr01
Nate Lowe,lowena01
Jonathan Lucroy,lucrojo01
Jordan Luplow,luplojo01
Lance Lynn,lynnla01
Manny Machado,machama01
Mikie Mahtook,mahtomi01
Martin Maldonado,maldoma01
Trey Mancini,mancitr01
Manuel Margot,margoma01
Jake Marisnick,marisja01
Nick Markakis,markani01
Ketel Marte,marteke01
Starling Marte,martest01
Jason Martin,martija03
Leonys Martin,martile01
Richie Martin,martiri01
J.D. Martinez,martijd02
Jose Martinez,martijo08
Cameron Maybin,maybica01
Nomar Mazara,mazarno01
Brian McCann,mccanbr01
James McCann,mccanja02
Andrew McCutchen,mccutan01
Billy McKinney,mckinbi01
Ryan McMahon,mcmahry01
Jeff McNeil,mcneije01
Austin Meadows,meadoau01
Francisco Mejia,mejiafr01
Jordy Mercer,mercejo03
Whit Merrifield,merriwh01
Brad Miller,millebr02
Yadier Molina,molinya01
Yoan Moncada,moncayo01
Adalberto Mondesi,mondera02
Kendrys Morales,moralke01
Colin Moran,moranco01
Mitch Moreland,morelmi01
Max Moroff,morofma01
Mike Moustakas,moustmi01
Cedric Mullins,mullice01
Max Muncy,muncyma01
Yairo Munoz,munozya01
Daniel Murphy,murphda08
Wil Myers,myerswi01
Tyler Naquin,naquity01
Omar Narvaez,narvaom01
Pat Neshek,neshepa01
Kevin Newman,newmake01
Tomas Nido,nidoto01
Brandon Nimmo,nimmobr01
Jake Noll,nollja01
Renato Nunez,nunezre01
Peter O'Brien,obriepe01
Ryan O'Hearn,ohearry01
Tyler O'Neill,oneilty01
Rougned Odor,odorro01
Shohei Ohtani,ohtansh01
Matt Olson,olsonma02
Adam Ottavino,ottavad01
Chris Owings,owingch01
Marcell Ozuna,ozunama01
Daniel Palka,palkada01
Joe Panik,panikjo01
Gerardo Parra,parrage01
Steve Pearce,pearcst01
Joc Pederson,pederjo01
Dustin Pedroia,pedrodu01
Hunter Pence,pencehu01
David Peralta,peralda01
Jose Peraza,perazjo01
Hernan Perez,perezhe01
Michael Perez,perezmi03
Roberto Perez,perezro02
Dustin Peterson,peterdu01
Tommy Pham,phamth01
Josh Phegley,phegljo01
Kevin Pillar,pillake01
Manny Pina,pinama01
Chad Pinder,pindech01
Jose Pirela,pireljo01
Stephen Piscotty,piscost01
Gregory Polanco,polangr01
Jorge Polanco,polanjo01
A.J. Pollock,polloaj01
Buster Posey,poseybu01
Martin Prado,pradoma01
Jurickson Profar,profaju01
Yasiel Puig,puigya01
Albert Pujols,pujolal01
Roman Quinn,quinnro01
Hanley Ramirez,ramirha01
Jose Ramirez,ramirjo01
Wilson Ramos,ramoswi01
J.T. Realmuto,realmjt01
Josh Reddick,reddijo01
Michael Reed,reedmi02
Zac Reininger,reiniza01
Anthony Rendon,rendoan01
Hunter Renfroe,renfrhu01
Luis Rengifo,rengilu01
Franmil Reyes,reyesfr01
Pablo Reyes,reyespa01
Victor Reyes,reyesvi01
Bryan Reynolds,reynobr01
Mark Reynolds,reynoma01
Joey Rickard,rickajo01
JT Riddle,riddljt01
Anthony Rizzo,rizzoan01
Daniel Robertson,roberda10
Drew Robinson,robindr01
Victor Robles,roblevi01
Ronny Rodriguez,rodriro03
Sean Rodriguez,rodrise01
Miguel Rojas,rojasmi02
Austin Romine,rominau01
Amed Rosario,rosaram01
Eddie Rosario,rosared01
Rio Ruiz,ruizri01
Addison Russell,russead02
Tyler Saladino,saladty01
Adrian Sanchez,sanchad01
Gary Sanchez,sanchga02
Yolmer Sanchez,sanchca01
Pablo Sandoval,sandopa01
Carlos Santana,santaca01
Danny Santana,santada01
Domingo Santana,santado01
Anthony Santander,santaan02
Scott Schebler,schebsc01
Jonathan Schoop,schoojo01
Kyle Schwarber,schwaky01
Frank Schwindel,schwifr01
Corey Seager,seageco01
Jean Segura,segurje01
Marcus Semien,semiema01
Nick Senzel,senzeni01
Pedro Severino,severpe01
Bryan Shaw,shawbr01
Travis Shaw,shawtr01
Andrelton Simmons,simmoan01
Dominic Smith,smithdo02
Dwight Smith Jr.,smithdw02
Kevan Smith,smithke04
Mallex Smith,smithma05
Justin Smoak,smoakju01
Eric Sogard,sogarer01
Donovan Solano,solando01
Yangervis Solarte,solarya01
Jorge Soler,solerjo01
Juan Soto,sotoju01
Glenn Sparkman,sparkgl01
George Springer,springe01
Jacob Stallings,stallja01
Eric Stamets,stameer01
Giancarlo Stanton,stantmi03
Max Stassi,stassma01
Andrew Stevenson,stevean01
Christin Stewart,stewach02
Trevor Story,storytr01
Eugenio Suarez,suareeu01
Ichiro Suzuki,suzukic01
Kurt Suzuki,suzukku01
Dansby Swanson,swansda01
Blake Swihart,swihabl01
Raimel Tapia,tapiara01
Fernando Tatis Jr.,tatisfe02
Mike Tauchman,tauchmi01
Chris Taylor,tayloch03
Michael A. Taylor,taylomi02
Rowdy Tellez,tellero01
Eric Thames,thameer01
Lane Thomas,thomala02
Charlie Tilson,tilsoch01
Gleyber Torres,torregl01
Sam Travis,travisa01
Mike Trout,troutmi01
Cole Tucker,tuckeco01
Troy Tulowitzki,tulowtr01
Justin Turner,turneju01
Trea Turner,turnetr01
Richard Urena,urenari01
Luis Urias,uriaslu01
Gio Urshela,urshegi01
Pat Valaika,valaipa01
Josh VanMeter,vanmejo01
Ildemaro Vargas,vargail01
Christian Vazquez,vazquch01
Andrew Velazquez,velazan01
Pat Venditte,vendipa01
Alex Verdugo,verdual01
Jonathan Villar,villajo01
Daniel Vogelbach,vogelda01
Stephen Vogt,vogtst01
Luke Voit,voitlu01
Joey Votto,vottojo01
Tyler Wade,wadety01
Mitch Walding,waldimi01
Christian Walker,walkech02
Neil Walker,walkene01
Chad Wallach,wallach01
Taylor Ward,wardta01
Joey Wendle,wendljo01
Matt Wieters,wietema01
Stevie Wilkerson,wilkest01
Nick Williams,willini01
Taylor Williams,willita01
Mac Williamson,willima11
Jesse Winker,winkeje01
Patrick Wisdom,wisdopa01
Tony Wolters,wolteto01
Kolten Wong,wongko01
Austin Wynns,wynnsau01
Christian Yelich,yelicch01
Mark Zagunis,zagunma01
Ryan Zimmerman,zimmery01
Ben Zobrist,zobribe01
Mike Zunino,zuninmi01
